"codigo","lat","e/w","lon","n/s","nome sem acento","uf","nome original","altitude","area"
4671,"-29.13.24","W","-49.48.36","S","sao joao do sul","SC","São João do Sul",15.000,175.300
4672,"-08.04.45","W","-36.50.52","S","sao joao do tigre","PB","São João do Tigre",577.000,689.300
4673,"-25.41.00","W","-50.17.50","S","sao joao do triunfo","PR","São João do Triunfo",840.000,717.100
4674,"-06.29.42","W","-43.42.08","S","sao joao dos patos","MA","São João dos Patos",328.000,1574.000
4675,"-18.32.52","W","-42.45.48","S","sao joao evangelista","MG","São João Evangelista",690.000,480.300
4676,"-21.32.24","W","-43.00.38","S","sao joao nepomuceno","MG","São João Nepomuceno",370.000,409.000
4677,"-28.17.38","W","-49.55.54","S","sao joaquim","SC","São Joaquim",1353.000,1888.100
4678,"-20.34.53","W","-47.51.17","S","sao joaquim da barra","SP","São Joaquim da Barra",625.000,413.400
4679,"-20.02.57","W","-44.16.26","S","sao joaquim de bicas","MG","São Joaquim de Bicas",758.000,72.700
4680,"-08.25.57","W","-35.48.16","S","sao joaquim do monte","PE","São Joaquim do Monte",463.000,230.600
4681,"-28.30.02","W","-51.42.13","S","sao jorge","RS","São Jorge",640.000,116.200
4682,"-25.42.20","W","-52.55.06","S","sao jorge d'oeste","PR","São Jorge d'Oeste",541.000,382.200
4683,"-23.25.58","W","-52.17.35","S","sao jorge do ivai","PR","São Jorge do Ivaí",430.000,320.600
4684,"-23.45.43","W","-53.52.44","S","sao jorge do patrocinio","PR","São Jorge do Patrocínio",274.000,242.800
4685,"-27.36.55","W","-48.37.39","S","sao jose","SC","São José",8.000,114.900
4686,"-20.43.05","W","-46.18.41","S","sao jose da barra","MG","São José da Barra",730.000,313.400
4687,"-20.35.35","W","-47.38.24","S","sao jose da bela vista","SP","São José da Bela Vista",730.000,277.700
4688,"-23.54.57","W","-49.39.08","S","sao jose da boa vista","PR","São José da Boa Vista",525.000,403.500
4689,"-08.53.52","W","-35.08.52","S","sao jose da coroa grande","PE","São José da Coroa Grande",2.000,75.000
4690,"-06.56.26","W","-38.09.44","S","sao jose da lagoa tapada","PB","São José da Lagoa Tapada",257.000,339.800
4691,"-09.00.35","W","-36.03.30","S","sao jose da laje","AL","São José da Laje",256.000,273.800
4692,"-19.42.27","W","-43.36.59","S","sao jose da lapa","MG","São José da Lapa",120.000,48.800
4693,"-18.19.28","W","-42.08.36","S","sao jose da safira","MG","São José da Safira",310.000,215.100
4694,"-09.33.30","W","-37.22.52","S","sao jose da tapera","AL","São José da Tapera",255.000,521.800
4695,"-19.42.35","W","-44.33.25","S","sao jose da varginha","MG","São José da Varginha",755.000,205.700
4696,"-15.05.04","W","-39.20.21","S","sao jose da vitoria","BA","São José da Vitória",180.000,53.600
4697,"-27.46.48","W","-53.07.18","S","sao jose das missoes","RS","São José das Missões",509.000,96.300
4698,"-24.50.15","W","-54.03.49","S","sao jose das palmeiras","PR","São José das Palmeiras",530.000,181.200
4699,"-07.14.55","W","-38.18.03","S","sao jose de caiana","PB","São José de Caiana",610.000,203.300
4700,"-06.50.50","W","-37.19.33","S","sao jose de espinharas","PB","São José de Espinharas",208.000,735.900
4701,"-06.04.29","W","-35.14.16","S","sao jose de mipibu","RN","São José de Mipibu",58.000,294.300
4702,"-07.07.14","W","-38.30.07","S","sao jose de piranhas","PB","São José de Piranhas",342.000,700.900
4703,"-07.44.18","W","-38.05.39","S","sao jose de princesa","PB","São José de Princesa",720.000,134.500
4704,"-02.33.43","W","-44.03.15","S","sao jose de ribamar","MA","São José de Ribamar",20.000,436.100
4705,"-21.21.27","W","-41.56.33","S","sao jose de uba","RJ","São José de Ubá",95.000,251.300
4706,"-22.19.43","W","-45.31.35","S","sao jose do alegre","MG","São José do Alegre",851.000,89.500
4707,"-22.38.42","W","-44.34.40","S","sao jose do barreiro","SP","São José do Barreiro",510.000,572.100
4708,"-07.51.41","W","-38.45.35","S","sao jose do belmonte","PE","São José do Belmonte",486.000,1491.000
4709,"-07.09.45","W","-37.18.32","S","sao jose do bonfim","PB","São José do Bonfim",278.000,122.200
4710,"-06.12.46","W","-37.21.08","S","sao jose do brejo do cruz","PB","São José do Brejo do Cruz",147.000,220.200
4711,"-21.01.31","W","-41.39.16","S","sao jose do calcado","ES","São José do Calçado",320.000,279.400
4712,"-06.18.56","W","-35.42.50","S","sao jose do campestre","RN","São José do Campestre",149.000,345.800
4713,"-26.27.18","W","-53.29.39","S","sao jose do cedro","SC","São José do Cedro",731.000,261.200
4714,"-27.39.47","W","-50.34.48","S","sao jose do cerrito","SC","São José do Cerrito",879.000,968.700
4715,"-18.28.43","W","-41.23.22","S","sao jose do divino","MG","São José do Divino",340.000,327.300
4716,"-03.48.41","W","-41.49.58","S","sao jose do divino","PI","São José do Divino",55.000,319.200
4717,"-07.28.44","W","-37.16.28","S","sao jose do egito","PE","São José do Egito",585.000,783.300
4718,"-19.55.43","W","-42.42.18","S","sao jose do goiabal","MG","São José do Goiabal",287.000,185.800
4719,"-29.02.39","W","-52.17.43","S","sao jose do herval","RS","São José do Herval",680.000,101.500
4720,"-29.31.50","W","-51.14.53","S","sao jose do hortencio","RS","São José do Hortêncio",100.000,64.500
4721,"-27.43.29","W","-54.07.45","S","sao jose do inhacora","RS","São José do Inhacorá",220.000,77.300
4722,"-11.30.14","W","-40.01.20","S","sao jose do jacuipe","BA","São José do Jacuípe",361.000,370.700
4723,"-18.16.31","W","-42.40.13","S","sao jose do jacuri","MG","São José do Jacuri",642.000,346.400
4724,"-20.00.19","W","-41.44.41","S","sao jose do mantimento","MG","São José do Mantimento",360.000,54.600
4725,"-32.00.53","W","-52.02.30","S","sao jose do norte","RS","São José do Norte",4.000,1135.300
4726,"-27.46.10","W","-51.35.40","S","sao jose do ouro","RS","São José do Ouro",769.000,317.400
4727,"-07.29.37","W","-42.33.49","S","sao jose do peixe","PI","São José do Peixe",170.000,1370.100
4728,"-06.52.18","W","-41.28.31","S","sao jose do piaui","PI","São José do Piauí",395.000,287.700
4729,"-16.27.54","W","-54.15.17","S","sao jose do povo","MT","São José do Povo",281.000,445.600
4730,"-13.26.48","W","-56.43.17","S","sao jose do rio claro","MT","São José do Rio Claro",350.000,4970.600
4731,"-21.35.44","W","-46.53.19","S","sao jose do rio pardo","SP","São José do Rio Pardo",705.000,420.100
4732,"-20.49.11","W","-49.22.46","S","sao jose do rio preto","SP","São José do Rio Preto",489.000,434.100
4733,"-06.46.32","W","-36.47.56","S","sao jose do sabugi","PB","São José do Sabugi",333.000,216.300
4734,"-06.26.57","W","-36.52.40","S","sao jose do serido","RN","São José do Seridó",207.000,194.900
4735,"-22.09.05","W","-42.55.28","S","sao jose do vale do rio preto","RJ","São José do Vale do Rio Preto",615.000,240.600
4736,"-10.48.16","W","-52.44.39","S","sao jose do xingu","MT","São José do Xingu",337.000,13143.000
4737,"-28.44.54","W","-50.03.57","S","sao jose dos ausentes","RS","São José dos Ausentes",116.000,1175.400
4738,"-05.03.04","W","-44.35.02","S","sao jose dos basilios","MA","São José dos Basílios",80.000,346.300
4739,"-23.10.46","W","-45.53.13","S","sao jose dos campos","SP","São José dos Campos",600.000,1102.200
4740,"-07.23.27","W","-36.48.28","S","sao jose dos cordeiros","PB","São José dos Cordeiros",527.000,418.100
4741,"-25.32.05","W","-49.12.23","S","sao jose dos pinhais","PR","São José dos Pinhais",906.000,931.700
4742,"-15.37.17","W","-58.10.35","S","sao jose dos quatro marcos","MT","São José dos Quatro Marcos",230.000,1285.200
4743,"-07.15.04","W","-35.23.03","S","sao jose dos ramos","PB","São José dos Ramos",140.000,80.700
4744,"-07.05.05","W","-40.49.32","S","sao juliao","PI","São Julião",377.000,291.800
4745,"-29.45.37","W","-51.08.50","S","sao leopoldo","RS","São Leopoldo",15.000,107.000
4746,"-22.06.59","W","-45.03.16","S","sao lourenco","MG","São Lourenço",874.000,57.200
4747,"-26.21.33","W","-52.51.04","S","sao lourenco d'oeste","SC","São Lourenço d'Oeste",893.000,361.300
4748,"-08.00.08","W","-35.01.06","S","sao lourenco da mata","PE","São Lourenço da Mata",58.000,264.400
4749,"-23.51.09","W","-46.56.33","S","sao lourenco da serra","SP","São Lourenço da Serra",690.000,187.100
4750,"-09.10.09","W","-42.32.41","S","sao lourenco do piaui","PI","São Lourenço do Piauí",0.000,680.000
4751,"-31.21.55","W","-51.58.42","S","sao lourenco do sul","RS","São Lourenço do Sul",19.000,2028.300
4752,"-28.19.33","W","-49.10.36","S","sao ludgero","SC","São Ludgero",50.000,120.200
4753,"-02.31.47","W","-44.18.10","S","sao luis","MA","São Luís",24.000,831.700
4754,"-16.31.30","W","-50.22.20","S","sao luis de montes belos","GO","São Luís de Montes Belos",579.000,829.000
4755,"-03.40.12","W","-39.14.36","S","sao luis do curu","CE","São Luís do Curu",38.000,125.700
4756,"-23.13.18","W","-45.18.36","S","sao luis do paraitinga","SP","São Luís do Paraitinga",741.000,618.600
4757,"-06.49.30","W","-41.19.26","S","sao luis do piaui","PI","São Luis do Piauí",328.000,204.400
4758,"-09.19.06","W","-35.33.40","S","sao luis do quitunde","AL","São Luís do Quitunde",4.000,405.700
4759,"-04.23.30","W","-44.39.00","S","sao luis gonzaga do maranhao","MA","São Luís Gonzaga do Maranhão",44.000,1077.500
4760,"-01.00.27","W","+60.01.03","N","sao luiz","RR","São Luiz",52.000,1533.900
4761,"-14.51.45","W","-49.19.46","S","sao luiz do norte","GO","São Luiz do Norte",564.000,588.100
4762,"-28.24.30","W","-54.57.39","S","sao luiz gonzaga","RS","São Luiz Gonzaga",231.000,1594.200
4763,"-06.55.36","W","-37.05.44","S","sao mamede","PB","São Mamede",263.000,609.600
4764,"-23.24.12","W","-52.38.38","S","sao manoel do parana","PR","São Manoel do Paraná",399.000,95.100
4765,"-22.43.52","W","-48.34.14","S","sao manuel","SP","São Manuel",709.000,652.700
4766,"-28.58.16","W","-51.04.05","S","sao marcos","RS","São Marcos",746.000,263.700
4767,"-27.42.26","W","-53.58.07","S","sao martinho","RS","São Martinho",448.000,167.600
4768,"-28.09.53","W","-48.58.46","S","sao martinho","SC","São Martinho",38.000,236.100
4769,"-29.32.16","W","-53.51.17","S","sao martinho da serra","RS","São Martinho da Serra",453.000,665.200
4770,"-18.42.58","W","-39.51.32","S","sao mateus","ES","São Mateus",36.000,2327.400
4771,"-04.02.30","W","-44.28.30","S","sao mateus do maranhao","MA","São Mateus do Maranhão",44.000,737.900
4772,"-25.52.27","W","-50.22.58","S","sao mateus do sul","PR","São Mateus do Sul",835.000,1345.200
4773,"-06.12.43","W","-38.29.49","S","sao miguel","RN","São Miguel",679.000,165.100
4774,"-23.52.42","W","-47.59.50","S","sao miguel arcanjo","SP","São Miguel Arcanjo",659.000,932.100
4775,"-26.43.31","W","-53.31.05","S","sao miguel d'oeste","SC","São Miguel d'Oeste",645.000,236.200
4776,"-05.51.52","W","-42.11.10","S","sao miguel da baixa grande","PI","São Miguel da Baixa Grande",160.000,205.600
4777,"-26.41.25","W","-53.15.05","S","sao miguel da boa vista","SC","São Miguel da Boa Vista",468.000,71.900
4778,"-13.02.52","W","-39.27.20","S","sao miguel das matas","BA","São Miguel das Matas",293.000,208.100
4779,"-28.33.46","W","-54.33.15","S","sao miguel das missoes","RS","São Miguel das Missões",305.000,1383.400
4780,"-07.14.59","W","-35.12.35","S","sao miguel de taipu","PB","São Miguel de Taipu",45.000,63.900
4781,"-05.07.29","W","-35.38.21","S","sao miguel de touros","RN","São Miguel de Touros",18.000,345.900
4782,"-10.23.17","W","-37.22.52","S","sao miguel do aleixo","SE","São Miguel do Aleixo",197.000,143.300
4783,"-20.42.26","W","-42.43.08","S","sao miguel do anta","MG","São Miguel do Anta",760.000,152.700
4784,"-13.16.30","W","-50.09.46","S","sao miguel do araguaia","GO","São Miguel do Araguaia",337.000,6167.900
4785,"-07.35.10","W","-42.22.12","S","sao miguel do fidalgo","PI","São Miguel do Fidalgo",200.000,786.600
4786,"-01.37.36","W","-47.29.00","S","sao miguel do guama","PA","São Miguel do Guamá",10.000,1094.800
4787,"-11.41.37","W","-62.42.41","S","sao miguel do guapore","RO","São Miguel do Guaporé",205.000,7814.900
4788,"-25.20.53","W","-54.14.16","S","sao miguel do iguacu","PR","São Miguel do Iguaçu",312.000,853.100
4789,"-17.03.31","W","-48.39.46","S","sao miguel do passa quatro","GO","São Miguel do Passa Quatro",801.000,539.600
4790,"-05.30.13","W","-41.19.24","S","sao miguel do tapuio","PI","São Miguel do Tapuio",285.000,5305.600
4791,"-05.33.20","W","-47.34.40","S","sao miguel do tocantins","TO","São Miguel do Tocantins",160.000,408.500
4792,"-09.46.52","W","-36.05.37","S","sao miguel dos campos","AL","São Miguel dos Campos",12.000,660.300
4793,"-09.15.56","W","-35.22.23","S","sao miguel dos milagres","AL","São Miguel dos Milagres",1.000,65.500
4794,"-28.10.57","W","-55.16.02","S","sao nicolau","RS","São Nicolau",148.000,508.500
4795,"-15.21.01","W","-49.49.04","S","sao patricio","GO","São Patrício",560.000,135.000
4796,"-23.32.51","W","-46.38.10","S","sao paulo","SP","São Paulo",760.000,1528.500
4797,"-28.01.17","W","-54.56.10","S","sao paulo das missoes","RS","São Paulo das Missões",157.000,238.600
4798,"-03.22.42","W","-68.52.21","S","sao paulo de olivenca","AM","São Paulo de Olivença",102.000,19922.000
4799,"-05.53.42","W","-35.45.46","S","sao paulo do potengi","RN","São Paulo do Potengi",91.000,221.700
4800,"-05.53.53","W","-35.38.04","S","sao pedro","RN","São Pedro",61.000,182.300
4801,"-22.32.55","W","-47.54.50","S","sao pedro","SP","São Pedro",550.000,619.700
4802,"-05.05.06","W","-48.25.45","S","sao pedro da agua branca","MA","São Pedro da Água Branca",171.000,722.900
4803,"-22.50.21","W","-42.06.10","S","sao pedro da aldeia","RJ","São Pedro da Aldeia",5.000,358.000
4804,"-16.00.02","W","-54.55.17","S","sao pedro da cipa","MT","São Pedro da Cipa",264.000,345.500
4805,"-29.25.16","W","-51.30.48","S","sao pedro da serra","RS","São Pedro da Serra",463.000,35.100
4806,"-21.07.36","W","-46.36.55","S","sao pedro da uniao","MG","São Pedro da União",977.000,258.500
4807,"-27.33.58","W","-48.48.19","S","sao pedro de alcantara","SC","São Pedro de Alcântara",230.000,141.000
4808,"-28.07.28","W","-54.53.14","S","sao pedro do butia","RS","São Pedro do Butiá",194.000,105.800
4809,"-24.56.08","W","-53.51.19","S","sao pedro do iguacu","PR","São Pedro do Iguaçu",555.000,291.800
4810,"-23.51.55","W","-51.51.23","S","sao pedro do ivai","PR","São Pedro do Ivaí",440.000,323.300
4811,"-22.49.26","W","-53.13.12","S","sao pedro do parana","PR","São Pedro do Paraná",285.000,266.900
4812,"-05.55.46","W","-42.43.07","S","sao pedro do piaui","PI","São Pedro do Piauí",264.000,527.800
4813,"-18.21.57","W","-42.36.09","S","sao pedro do suacui","MG","São Pedro do Suaçuí",473.000,309.700
4814,"-29.37.14","W","-54.10.44","S","sao pedro do sul","RS","São Pedro do Sul",173.000,885.800
4815,"-22.44.49","W","-49.44.23","S","sao pedro do turvo","SP","São Pedro do Turvo",457.000,778.100
4816,"-06.49.35","W","-46.31.55","S","sao pedro dos crentes","MA","São Pedro dos Crentes",342.000,986.900
4817,"-20.10.13","W","-42.31.26","S","sao pedro dos ferros","MG","São Pedro dos Ferros",363.000,401.800
4818,"-05.47.58","W","-36.55.14","S","sao rafael","RN","São Rafael",69.000,431.400
4819,"-07.01.19","W","-45.28.52","S","sao raimundo das mangabeiras","MA","São Raimundo das Mangabeiras",225.000,3540.300
4820,"-05.06.17","W","-45.04.38","S","sao raimundo do doca bezerra","MA","São Raimundo do Doca Bezerra",180.000,360.000
4821,"-09.00.55","W","-42.41.58","S","sao raimundo nonato","PI","São Raimundo Nonato",332.000,2606.800
4822,"-05.01.16","W","-44.59.27","S","sao roberto","MA","São Roberto",100.000,249.500
4823,"-16.22.07","W","-45.04.10","S","sao romao","MG","São Romão",480.000,2444.800
4824,"-23.31.45","W","-47.08.07","S","sao roque","SP","São Roque",771.000,308.300
4825,"-20.14.43","W","-46.21.57","S","sao roque de minas","MG","São Roque de Minas",818.000,2106.700
4826,"-19.44.20","W","-40.39.25","S","sao roque do canaa","ES","São Roque do Canaã",120.000,342.500
4827,"-12.44.37","W","-48.14.08","S","sao salvador do tocantins","TO","São Salvador do Tocantins",120.000,1427.600
4828,"-09.56.01","W","-36.33.15","S","sao sebastiao","AL","São Sebastião",201.000,307.000
4829,"-23.45.36","W","-45.24.35","S","sao sebastiao","SP","São Sebastião",1.000,401.900
4830,"-23.27.55","W","-50.45.40","S","sao sebastiao da amoreira","PR","São Sebastião da Amoreira",664.000,227.000
4831,"-22.09.33","W","-45.45.15","S","sao sebastiao da bela vista","MG","São Sebastião da Bela Vista",842.000,167.300
4832,"-01.43.03","W","-49.32.27","S","sao sebastiao da boa vista","PA","São Sebastião da Boa Vista",2.000,1576.400
4833,"-21.42.38","W","-46.49.15","S","sao sebastiao da grama","SP","São Sebastião da Grama",945.000,252.900
4834,"-21.04.20","W","-42.38.11","S","sao sebastiao da vargem alegre","MG","São Sebastião da Vargem Alegre",718.000,73.900
4835,"-07.06.54","W","-35.51.56","S","sao sebastiao de lagoa de roca","PB","São Sebastião de Lagoa de Roça",641.000,66.300
4836,"-21.57.26","W","-42.08.05","S","sao sebastiao do alto","RJ","São Sebastião do Alto",575.000,373.200
4837,"-19.29.52","W","-41.59.01","S","sao sebastiao do anta","MG","São Sebastião do Anta",782.000,80.400
4838,"-29.35.12","W","-51.22.32","S","sao sebastiao do cai","RS","São Sebastião do Caí",17.000,114.100
4839,"-18.05.04","W","-42.34.17","S","sao sebastiao do maranhao","MG","São Sebastião do Maranhão",539.000,520.100
4840,"-20.16.32","W","-45.00.18","S","sao sebastiao do oeste","MG","São Sebastião do Oeste",780.000,405.200
4841,"-20.55.01","W","-46.59.29","S","sao sebastiao do paraiso","MG","São Sebastião do Paraíso",991.000,824.500
4842,"-12.30.45","W","-38.29.43","S","sao sebastiao do passe","BA","São Sebastião do Passé",37.000,553.400
4843,"-19.17.31","W","-43.10.26","S","sao sebastiao do rio preto","MG","São Sebastião do Rio Preto",487.000,127.500
4844,"-22.13.06","W","-44.58.34","S","sao sebastiao do rio verde","MG","São Sebastião do Rio Verde",897.000,92.100
4845,"-05.15.26","W","-48.12.00","S","sao sebastiao do tocantins","TO","São Sebastião do Tocantins",105.000,288.500
4846,"-02.34.19","W","-57.52.15","S","sao sebastiao do uatuma","AM","São Sebastião do Uatumã",24.000,10789.000
4847,"-08.09.08","W","-37.00.37","S","sao sebastiao do umbuzeiro","PB","São Sebastião do Umbuzeiro",594.000,427.400
4848,"-30.09.38","W","-53.33.55","S","sao sepe","RS","São Sepé",85.000,2176.400
4849,"-18.59.28","W","-50.32.37","S","sao simao","GO","São Simão",367.000,415.300
4850,"-21.28.45","W","-47.33.03","S","sao simao","SP","São Simão",665.000,619.600
4851,"-21.43.20","W","-44.59.07","S","sao thome das letras","MG","São Thomé das Letras",1291.000,370.400
4852,"-20.54.47","W","-44.30.33","S","sao tiago","MG","São Tiago",1103.000,575.600
4853,"-20.47.04","W","-47.05.53","S","sao tomas de aquino","MG","São Tomás de Aquino",979.000,278.400
4854,"-23.32.16","W","-52.35.27","S","sao tome","PR","São Tomé",465.000,219.700
4855,"-05.58.21","W","-36.04.31","S","sao tome","RN","São Tomé",159.000,877.500
4856,"-27.33.30","W","-52.31.25","S","sao valentim","RS","São Valentim",836.000,152.300
4857,"-29.02.49","W","-51.45.54","S","sao valentim do sul","RS","São Valentim do Sul",550.000,96.400
4858,"-11.58.30","W","-48.14.01","S","sao valerio da natividade","TO","São Valério da Natividade",360.000,2547.300
4859,"-27.47.14","W","-53.56.13","S","sao valerio do sul","RS","São Valério do Sul",421.000,115.800
4860,"-29.22.08","W","-51.22.37","S","sao vendelino","RS","São Vendelino",100.000,37.900
4861,"-06.13.02","W","-36.41.04","S","sao vicente","RN","São Vicente",323.000,209.700
4862,"-23.57.47","W","-46.23.31","S","sao vicente","SP","São Vicente",6.000,148.800
4863,"-21.42.45","W","-44.26.39","S","sao vicente de minas","MG","São Vicente de Minas",1057.000,393.100
4864,"-29.41.30","W","-54.40.46","S","sao vicente do sul","RS","São Vicente do Sul",129.000,1192.600
4865,"-02.53.39","W","-44.52.49","S","sao vicente ferrer","MA","São Vicente Ferrer",16.000,394.600
4866,"-07.35.28","W","-35.29.29","S","sao vicente ferrer","PE","São Vicente Ferrer",419.000,120.200
4867,"-07.05.47","W","-35.13.58","S","sape","PB","Sapé",123.000,330.600
4868,"-12.43.39","W","-39.10.55","S","sapeacu","BA","Sapeaçu",226.000,102.200
4869,"-12.59.22","W","-58.45.51","S","sapezal","MT","Sapezal",370.000,12325.000
4870,"-29.38.17","W","-51.00.25","S","sapiranga","RS","Sapiranga",57.000,133.500
4871,"-23.54.39","W","-50.34.49","S","sapopema","PR","Sapopema",759.000,672.000
4872,"-22.44.52","W","-45.44.33","S","sapucai-mirim","MG","Sapucaí-Mirim",885.000,285.500
4873,"-06.56.50","W","-49.40.56","S","sapucaia","PA","Sapucaia",190.000,1303.800
4874,"-21.59.42","W","-42.54.52","S","sapucaia","RJ","Sapucaia",221.000,541.700
4875,"-29.49.29","W","-51.08.54","S","sapucaia do sul","RS","Sapucaia do Sul",23.000,58.000
4876,"-22.55.12","W","-42.30.37","S","saquarema","RJ","Saquarema",10.000,355.600
4877,"-23.26.37","W","-51.52.26","S","sarandi","PR","Sarandi",592.000,104.300
4878,"-27.56.38","W","-52.55.23","S","sarandi","RS","Sarandi",503.000,342.800
4879,"-23.38.26","W","-47.49.29","S","sarapui","SP","Sarapuí",590.000,355.300
4880,"-18.47.01","W","-42.21.54","S","sardoa","MG","Sardoá",691.000,141.900
4881,"-23.16.23","W","-49.28.49","S","sarutaia","SP","Sarutaiá",756.000,141.800
4882,"-20.02.07","W","-44.08.41","S","sarzedo","MG","Sarzedo",796.000,62.100
4883,"-11.36.00","W","-38.36.00","S","satiro dias","BA","Sátiro Dias",213.000,688.600
4884,"-09.33.48","W","-35.49.28","S","satuba","AL","Satuba",6.000,42.700
4885,"-03.50.57","W","-45.16.16","S","satubinha","MA","Satubinha",0.000,364.300
4886,"-12.44.15","W","-38.46.07","S","saubara","BA","Saubara",44.000,159.600
4887,"-25.41.40","W","-52.37.08","S","saudade do iguacu","PR","Saudade do Iguaçu",650.000,151.300
4888,"-26.55.27","W","-53.00.11","S","saudades","SC","Saudades",280.000,200.200
4889,"-10.56.28","W","-40.25.08","S","saude","BA","Saúde",542.000,501.700
4890,"-26.24.45","W","-49.04.23","S","schroeder","SC","Schroeder",38.000,149.400
4891,"-12.25.07","W","-41.46.13","S","seabra","BA","Seabra",812.000,2658.200
4892,"-27.08.58","W","-52.18.38","S","seara","SC","Seara",550.000,316.300
4893,"-20.39.18","W","-49.55.16","S","sebastianopolis do sul","SP","Sebastianópolis do Sul",468.000,168.600
4894,"-10.49.02","W","-44.50.02","S","sebastiao barros","PI","Sebastião Barros",500.000,1055.700
4895,"-14.34.23","W","-42.56.25","S","sebastiao laranjeiras","BA","Sebastião Laranjeiras",533.000,2011.400
4896,"-07.33.56","W","-44.03.50","S","sebastiao leal","PI","Sebastião Leal",360.000,3005.700
4897,"-27.28.41","W","-53.24.09","S","seberi","RS","Seberi",546.000,303.700
4898,"-27.38.05","W","-53.56.44","S","sede nova","RS","Sede Nova",460.000,117.700
4899,"-29.20.29","W","-52.58.45","S","segredo","RS","Segredo",330.000,248.600
4900,"-28.37.43","W","-52.57.09","S","selbach","RS","Selbach",404.000,177.600
4901,"-20.22.02","W","-51.25.08","S","selviria","MS","Selvíria",357.000,3268.000
4902,"-20.06.33","W","-42.50.22","S","sem-peixe","MG","Sem-Peixe",301.000,176.900
4903,"-09.03.56","W","-68.39.25","S","sena madureira","AC","Sena Madureira",150.000,25297.000
4904,"-05.15.23","W","-44.03.20","S","senador alexandre costa","MA","Senador Alexandre Costa",149.000,411.900
4905,"-22.35.14","W","-46.10.36","S","senador amaral","MG","Senador Amaral",1505.000,151.600
4906,"-16.42.29","W","-49.05.35","S","senador canedo","GO","Senador Canedo",801.000,245.600
4907,"-21.48.02","W","-42.56.44","S","senador cortes","MG","Senador Cortes",585.000,98.700
4908,"-06.02.08","W","-35.41.34","S","senador eloi de souza","RN","Senador Elói de Souza",113.000,163.900
4909,"-20.54.43","W","-43.05.48","S","senador firmino","MG","Senador Firmino",660.000,166.600
4910,"-06.09.46","W","-35.07.21","S","senador georgino avelino","RN","Senador Georgino Avelino",4.000,23.200
4911,"-10.09.08","W","-67.44.21","S","senador guiomard","AC","Senador Guiomard",201.000,1806.400
4912,"-22.09.52","W","-46.10.44","S","senador jose bento","MG","Senador José Bento",885.000,94.800
4913,"-02.35.27","W","-51.57.15","S","senador jose porfirio","PA","Senador José Porfírio",20.000,13346.000
4914,"-05.26.33","W","-47.17.27","S","senador la rocque","MA","Senador La Rocque",180.000,1267.100
4915,"-17.56.48","W","-43.13.30","S","senador modestino goncalves","MG","Senador Modestino Gonçalves",743.000,951.700
4916,"-05.35.17","W","-39.22.18","S","senador pompeu","CE","Senador Pompeu",177.000,1043.900
4917,"-09.27.59","W","-37.27.25","S","senador rui palmeira","AL","Senador Rui Palmeira",352.000,361.200
4918,"-03.21.02","W","-40.27.48","S","senador sa","CE","Senador Sá",87.000,431.200
4919,"-28.01.51","W","-54.32.35","S","senador salgado filho","RS","Senador Salgado Filho",336.000,147.000
4920,"-24.06.46","W","-49.27.49","S","senges","PR","Sengés",623.000,1374.300
4921,"-10.27.41","W","-40.11.22","S","senhor do bonfim","BA","Senhor do Bonfim",538.000,820.000
4922,"-20.47.38","W","-43.20.40","S","senhora de oliveira","MG","Senhora de Oliveira",715.000,170.300
4923,"-18.53.32","W","-43.05.03","S","senhora do porto","MG","Senhora do Porto",591.000,383.400
4924,"-21.01.41","W","-43.34.57","S","senhora dos remedios","MG","Senhora dos Remédios",810.000,237.800
4925,"-30.36.41","W","-51.34.44","S","sentinela do sul","RS","Sentinela do Sul",600.000,282.500
4926,"-09.44.45","W","-41.53.07","S","sento se","BA","Sento Sé",410.000,12630.000
4927,"-28.42.42","W","-51.56.06","S","serafina correa","RS","Serafina Corrêa",509.000,161.600
4928,"-20.28.26","W","-42.28.55","S","sericita","MG","Sericita",772.000,167.100
4929,"-06.56.03","W","-36.24.08","S","serido","PB","Seridó",631.000,227.700
4930,"-11.47.53","W","-63.01.52","S","seringueiras","RO","Seringueiras",0.000,3660.600
4931,"-29.23.00","W","-52.16.07","S","serio","RS","Sério",626.000,99.200
4932,"-21.54.33","W","-44.31.09","S","seritinga","MG","Seritinga",979.000,114.700
4933,"-22.44.38","W","-43.42.27","S","seropedica","RJ","Seropédica",26.000,267.700
4934,"-20.07.43","W","-40.18.28","S","serra","ES","Serra",70.000,552.700
4935,"-26.43.45","W","-53.02.32","S","serra alta","SC","Serra Alta",648.000,91.200
4936,"-21.18.39","W","-47.33.56","S","serra azul","SP","Serra Azul",610.000,283.600
4937,"-18.21.43","W","-43.10.12","S","serra azul de minas","MG","Serra Azul de Minas",700.000,240.600
4938,"-07.29.00","W","-36.39.54","S","serra branca","PB","Serra Branca",493.000,704.600
4939,"-12.45.40","W","-43.56.59","S","serra dourada","BA","Serra Dourada",500.000,1447.400
4940,"-06.41.12","W","-35.26.38","S","serra da raiz","PB","Serra da Raiz",331.000,27.300
4941,"-19.26.16","W","-45.47.45","S","serra da saudade","MG","Serra da Saudade",738.000,348.600
4942,"-06.25.02","W","-35.42.16","S","serra de sao bento","RN","Serra de São Bento",401.000,98.500
4943,"-05.10.12","W","-37.01.46","S","serra do mel","RN","Serra do Mel",215.000,604.300
