"codigo","lat","e/w","lon","n/s","nome sem acento","uf","nome original","altitude","area"
1,"-16.45.26","W","-49.26.15","S","abadia de goias","GO","Abadia de Goiás",898.000,136.900
2,"-18.29.08","W","-47.24.11","S","abadia dos dourados","MG","Abadia dos Dourados",742.000,897.400
3,"-16.12.15","W","-48.42.25","S","abadiania","GO","Abadiânia",1052.000,1047.700
4,"-19.09.36","W","-45.26.45","S","abaete","MG","Abaeté",647.000,1822.400
5,"-01.43.05","W","-48.52.57","S","abaetetuba","PA","Abaetetuba",10.000,1613.900
6,"-07.21.32","W","-39.02.44","S","abaiara","CE","Abaiara",409.000,182.600
7,"-13.14.59","W","-41.39.49","S","abaira","BA","Abaíra",641.000,580.600
8,"-08.43.13","W","-39.06.50","S","abare","BA","Abaré",318.000,1700.800
9,"-23.18.13","W","-50.18.45","S","abatia","PR","Abatiá",620.000,247.200
10,"-27.36.40","W","-51.01.21","S","abdon batista","SC","Abdon Batista",716.000,198.000
11,"-04.57.13","W","-48.23.36","S","abel figueiredo","PA","Abel Figueiredo",0.000,616.900
12,"-26.33.53","W","-52.19.42","S","abelardo luz","SC","Abelardo Luz",760.000,1037.700
13,"-20.18.04","W","-42.28.39","S","abre campo","MG","Abre Campo",548.000,472.400
14,"-07.54.42","W","-34.54.10","S","abreu e lima","PE","Abreu e Lima",19.000,129.100
15,"-09.37.17","W","-49.09.03","S","abreulandia","TO","Abreulândia",245.000,1903.100
16,"-20.21.45","W","-43.08.41","S","acaiaca","MG","Acaiaca",421.000,101.200
17,"-04.56.48","W","-47.30.17","S","acailandia","MA","Açailândia",240.000,6431.000
18,"-11.39.44","W","-38.01.02","S","acajutiba","BA","Acajutiba",162.000,268.500
19,"-01.57.39","W","-48.11.48","S","acara","PA","Acará",25.000,4363.600
20,"-04.13.27","W","-38.42.30","S","acarape","CE","Acarape",80.000,136.500
21,"-02.53.08","W","-40.07.12","S","acarau","CE","Acaraú",7.000,839.200
22,"-06.26.08","W","-36.38.20","S","acari","RN","Acari",270.000,612.900
23,"-08.12.54","W","-41.04.54","S","acaua","PI","Acauã",374.000,994.900
24,"-06.05.43","W","-39.27.09","S","acopiara","CE","Acopiara",317.000,2296.200
25,"-15.12.17","W","-56.21.57","S","acorizal","MT","Acorizal",164.000,844.100
26,"-09.49.40","W","-66.53.00","S","acrelandia","AC","Acrelândia",25.000,1609.700
27,"-17.23.44","W","-50.22.37","S","acreuna","GO","Acreúna",542.000,1571.100
28,"-05.34.36","W","-36.54.31","S","acu","RN","Açu",27.000,1297.500
29,"-19.04.23","W","-42.32.47","S","acucena","MG","Açucena",472.000,814.000
30,"-21.41.07","W","-51.04.21","S","adamantina","SP","Adamantina",401.000,412.900
31,"-16.24.54","W","-50.09.56","S","adelandia","GO","Adelândia",649.000,115.700
32,"-21.14.06","W","-49.38.37","S","adolfo","SP","Adolfo",443.000,211.400
33,"-24.39.26","W","-48.59.28","S","adrianopolis","PR","Adrianópolis",250.000,1333.000
34,"-10.32.00","W","-38.06.00","S","adustina","BA","Adustina",300.000,636.000
35,"-07.45.03","W","-37.38.21","S","afogados da ingazeira","PE","Afogados da Ingazeira",514.000,386.000
36,"-05.29.54","W","-36.30.20","S","afonso bezerra","RN","Afonso Bezerra",62.000,560.800
37,"-20.04.27","W","-41.07.26","S","afonso claudio","ES","Afonso Claúdio",370.000,955.200
38,"-04.07.58","W","-43.19.27","S","afonso cunha","MA","Afonso Cunha",76.000,372.600
39,"-08.30.54","W","-41.00.18","S","afranio","PE","Afrânio",522.000,1488.600
40,"-00.09.24","W","-50.23.12","S","afua","PA","Afuá",8.000,8410.300
41,"-08.27.29","W","-35.56.41","S","agrestina","PE","Agrestina",427.000,198.000
42,"-05.47.56","W","-42.40.08","S","agricolandia","PI","Agricolândia",230.000,99.200
43,"-27.24.42","W","-49.49.32","S","agrolandia","SC","Agrolândia",405.000,192.300
44,"-27.15.54","W","-49.42.40","S","agronomica","SC","Agronômica",347.000,116.700
45,"-06.47.28","W","-50.28.01","S","agua azul do norte","PA","Água Azul do Norte",0.000,7658.700
46,"-17.59.46","W","-42.23.20","S","agua boa","MG","Água Boa",407.000,1321.900
47,"-14.03.00","W","-52.09.31","S","agua boa","MT","Água Boa",400.000,11566.000
48,"-09.15.39","W","-37.56.10","S","agua branca","AL","Água Branca",570.000,456.600
49,"-07.30.43","W","-37.38.26","S","agua branca","PB","Água Branca",735.000,316.400
50,"-05.53.32","W","-42.38.10","S","agua branca","PI","Água Branca",240.000,90.200
51,"-20.26.53","W","-52.52.41","S","agua clara","MS","Água Clara",303.000,11063.000
52,"-20.03.23","W","-48.06.32","S","agua comprida","MG","Água Comprida",543.000,491.000
53,"-26.59.52","W","-51.33.22","S","agua doce","SC","Água Doce",847.000,1321.200
54,"-02.50.26","W","-42.06.44","S","agua doce do maranhao","MA","Água Doce do Maranhão",21.000,434.800
55,"-18.32.49","W","-40.58.43","S","agua doce do norte","ES","Água Doce do Norte",194.000,483.600
56,"-11.52.00","W","-38.46.00","S","agua fria","BA","Água Fria",312.000,710.000
57,"-14.59.08","W","-47.47.03","S","agua fria de goias","GO","Água Fria de Goiás",980.000,2036.700
58,"-18.04.25","W","-48.45.44","S","agua limpa","GO","Água Limpa",682.000,454.300
59,"-06.12.33","W","-38.17.50","S","agua nova","RN","Água Nova",270.000,47.000
60,"-08.42.27","W","-35.31.50","S","agua preta","PE","Água Preta",93.000,532.000
61,"-28.10.37","W","-52.02.02","S","agua santa","RS","Água Santa",650.000,352.800
62,"-22.03.34","W","-46.58.43","S","aguai","SP","Aguaí",660.000,474.600
63,"-20.56.33","W","-45.23.34","S","aguanil","MG","Aguanil",823.000,235.800
64,"-09.06.41","W","-37.07.23","S","aguas belas","PE","Águas Belas",376.000,887.500
65,"-21.56.12","W","-46.43.00","S","aguas da prata","SP","Águas da Prata",842.000,143.000
66,"-27.04.13","W","-52.59.12","S","aguas de chapeco","SC","Águas de Chapecó",291.000,139.100
67,"-22.28.35","W","-46.37.58","S","aguas de lindoia","SP","Águas de Lindóia",904.000,60.100
68,"-22.52.50","W","-49.14.20","S","aguas de santa barbara","SP","Águas de Santa Bárbara",644.000,409.500
69,"-22.35.58","W","-47.52.34","S","aguas de sao pedro","SP","Águas de São Pedro",470.000,3.700
70,"-17.04.56","W","-40.56.09","S","aguas formosas","MG","Águas Formosas",273.000,819.800
71,"-26.52.48","W","-52.51.33","S","aguas frias","SC","Águas Frias",345.000,76.900
72,"-15.45.43","W","-48.16.54","S","aguas lindas de goias","GO","Águas Lindas de Goiás",1080.000,191.900
73,"-27.41.38","W","-48.49.25","S","aguas mornas","SC","Águas Mornas",70.000,327.900
74,"-15.44.50","W","-41.27.36","S","aguas vermelhas","MG","Águas Vermelhas",758.000,1262.000
75,"-29.38.43","W","-53.14.24","S","agudo","RS","Agudo",83.000,533.100
76,"-22.28.09","W","-48.59.15","S","agudos","SP","Agudos",580.000,970.000
77,"-25.59.33","W","-49.20.07","S","agudos do sul","PR","Agudos do Sul",850.000,191.700
78,"-18.58.59","W","-40.44.25","S","aguia branca","ES","Águia Branca",140.000,450.400
79,"-07.05.31","W","-38.10.14","S","aguiar","PB","Aguiar",262.000,385.900
80,"-06.33.45","W","-47.27.59","S","aguiarnopolis","TO","Aguiarnópolis",150.000,239.800
81,"-19.29.45","W","-41.03.50","S","aimores","MG","Aimorés",80.000,1353.400
82,"-14.07.46","W","-39.53.16","S","aiquara","BA","Aiquara",198.000,195.900
83,"-06.34.25","W","-40.07.25","S","aiuaba","CE","Aiuaba",466.000,2471.600
84,"-21.58.32","W","-44.36.11","S","aiuruoca","MG","Aiuruoca",974.000,651.800
85,"-28.14.22","W","-53.46.15","S","ajuricaba","RS","Ajuricaba",336.000,335.300
86,"-22.10.14","W","-44.38.31","S","alagoa","MG","Alagoa",1132.000,162.000
87,"-07.09.30","W","-35.37.48","S","alagoa grande","PB","Alagoa Grande",143.000,333.700
88,"-07.04.15","W","-35.45.30","S","alagoa nova","PB","Alagoa Nova",530.000,119.600
89,"-06.57.00","W","-35.32.42","S","alagoinha","PB","Alagoinha",133.000,94.700
90,"-08.27.59","W","-36.46.33","S","alagoinha","PE","Alagoinha",726.000,180.100
91,"-07.00.27","W","-40.56.20","S","alagoinha do piaui","PI","Alagoinha do Piauí",375.000,429.400
92,"-12.08.08","W","-38.25.09","S","alagoinhas","BA","Alagoinhas",132.000,736.800
93,"-23.33.03","W","-47.53.55","S","alambari","SP","Alambari",585.000,159.600
94,"-22.12.03","W","-46.36.57","S","albertina","MG","Albertina",1011.000,57.700
95,"-02.24.32","W","-44.24.53","S","alcantara","MA","Alcântara",32.000,1495.600
96,"-03.35.20","W","-40.32.44","S","alcantaras","CE","Alcântaras",656.000,134.900
97,"-07.44.38","W","-36.03.22","S","alcantil","PB","Alcantil",500.000,252.900
98,"-18.19.27","W","-53.42.22","S","alcinopolis","MS","Alcinópolis",443.000,4413.700
99,"-17.31.10","W","-39.11.44","S","alcobaca","BA","Alcobaça",9.000,1510.900
100,"-04.37.40","W","-43.28.14","S","aldeias altas","MA","Aldeias Altas",94.000,1951.200
101,"-27.39.18","W","-54.45.50","S","alecrim","RS","Alecrim",311.000,320.100
102,"-20.45.49","W","-41.31.59","S","alegre","ES","Alegre",254.000,778.600
103,"-29.46.59","W","-55.47.31","S","alegrete","RS","Alegrete",102.000,7808.800
104,"-07.14.34","W","-40.51.27","S","alegrete do piaui","PI","Alegrete do Piauí",0.000,263.700
105,"-27.49.58","W","-54.03.41","S","alegria","RS","Alegria",383.000,175.200
106,"-21.53.16","W","-42.42.16","S","alem paraiba","MG","Além Paraíba",140.000,512.500
107,"-01.56.30","W","-54.44.18","S","alenquer","PA","Alenquer",52.000,24497.000
108,"-06.24.45","W","-38.00.57","S","alexandria","RN","Alexandria",319.000,420.400
109,"-16.04.56","W","-48.30.26","S","alexania","GO","Alexânia",1096.000,850.800
110,"-21.25.45","W","-45.56.50","S","alfenas","MG","Alfenas",881.000,849.200
111,"-20.38.06","W","-40.44.59","S","alfredo chaves","ES","Alfredo Chaves",17.000,616.500
112,"-21.57.19","W","-51.24.46","S","alfredo marcondes","SP","Alfredo Marcondes",448.000,119.800
113,"-21.08.43","W","-43.46.37","S","alfredo vasconcelos","MG","Alfredo Vasconcelos",1052.000,122.900
114,"-27.42.01","W","-49.20.01","S","alfredo wagner","SC","Alfredo Wagner",480.000,733.400
115,"-06.54.19","W","-36.00.25","S","algodao de jandaira","PB","Algodão de Jandaíra",470.000,454.600
116,"-07.26.19","W","-34.54.52","S","alhandra","PB","Alhandra",49.000,225.400
117,"-07.36.12","W","-35.13.51","S","alianca","PE","Aliança",123.000,266.400
118,"-11.18.22","W","-48.56.09","S","alianca do tocantins","TO","Aliança do Tocantins",333.000,1586.000
119,"-14.42.19","W","-39.38.14","S","almadina","BA","Almadina",279.000,247.800
120,"-11.34.25","W","-47.10.13","S","almas","TO","Almas",397.000,4106.400
121,"-01.31.24","W","-52.34.54","S","almeirim","PA","Almeirim",65.000,73288.000
122,"-16.11.01","W","-40.41.40","S","almenara","MG","Almenara",187.000,2308.600
123,"-06.09.08","W","-37.45.58","S","almino afonso","RN","Almino Afonso",236.000,132.400
124,"-25.19.29","W","-49.18.36","S","almirante tamandare","PR","Almirante Tamandaré",945.000,266.600
125,"-17.43.38","W","-49.28.49","S","aloandia","GO","Aloândia",672.000,102.500
126,"-18.58.27","W","-41.58.13","S","alpercata","MG","Alpercata",192.000,167.900
127,"-27.14.56","W","-53.02.06","S","alpestre","RS","Alpestre",467.000,324.900
128,"-20.51.49","W","-46.23.17","S","alpinopolis","MG","Alpinópolis",876.000,461.500
129,"-09.52.32","W","-56.05.10","S","alta floresta","MT","Alta Floresta",283.000,8982.800
130,"-11.58.05","W","-61.57.15","S","alta floresta d'oeste","RO","Alta Floresta d'Oeste",350.000,7111.800
131,"-20.31.25","W","-49.03.32","S","altair","SP","Altair",557.000,317.000
132,"-03.12.12","W","-52.12.23","S","altamira","PA","Altamira",109.000,161446.000
133,"-04.03.30","W","-45.29.58","S","altamira do maranhao","MA","Altamira do Maranhão",0.000,220.200
134,"-24.47.51","W","-52.42.47","S","altamira do parana","PR","Altamira do Paraná",560.000,386.300
135,"-07.00.06","W","-39.44.26","S","altaneira","CE","Altaneira",661.000,87.100
136,"-23.52.28","W","-53.54.06","S","altania","PR","Altãnia",380.000,889.200
137,"-21.14.57","W","-46.08.35","S","alterosa","MG","Alterosa",843.000,367.100
138,"-08.29.23","W","-36.03.34","S","altinho","PE","Altinho",454.000,452.600
139,"-21.01.32","W","-47.22.26","S","altinopolis","SP","Altinópolis",889.000,932.000
140,"-02.53.45","W","+61.29.51","N","alto alegre","RR","Alto Alegre",72.000,26110.000
141,"-28.46.26","W","-52.59.26","S","alto alegre","RS","Alto Alegre",370.000,110.600
142,"-21.34.50","W","-50.09.49","S","alto alegre","SP","Alto Alegre",521.000,319.100
143,"-04.12.46","W","-44.26.47","S","alto alegre do maranhao","MA","Alto Alegre do Maranhão",50.000,453.400
144,"-12.07.41","W","-61.51.02","S","alto alegre do parecis","RO","Alto Alegre do Parecis",405.000,3952.700
145,"-03.41.24","W","-45.54.10","S","alto alegre do pindare","MA","Alto Alegre do Pindaré",0.000,2177.200
146,"-17.18.53","W","-53.12.55","S","alto araguaia","MT","Alto Araguaia",692.000,5556.500
147,"-27.27.27","W","-51.52.44","S","alto bela vista","SC","Alto Bela Vista",395.000,104.200
148,"-11.40.28","W","-51.23.16","S","alto boa vista","MT","Alto Boa Vista",0.000,6142.900
149,"-20.26.00","W","-41.52.06","S","alto caparao","MG","Alto Caparaó",1000.000,130.300
150,"-05.17.18","W","-36.45.44","S","alto do rodrigues","RN","Alto do Rodrigues",13.000,207.400
151,"-29.23.31","W","-51.18.44","S","alto feliz","RS","Alto Feliz",285.000,85.300
152,"-16.56.38","W","-53.31.41","S","alto garcas","MT","Alto Garças",754.000,3672.200
153,"-14.11.44","W","-49.20.19","S","alto horizonte","GO","Alto Horizonte",375.000,505.600
154,"-20.25.26","W","-41.57.59","S","alto jequitiba","MG","Alto Jequitibá",645.000,153.200
155,"-05.15.04","W","-42.12.37","S","alto longa","PI","Alto Longá",170.000,1667.000
156,"-14.30.49","W","-56.28.57","S","alto paraguai","MT","Alto Paraguai",238.000,2059.900
157,"-09.42.47","W","-63.19.15","S","alto paraiso","RO","Alto Paraíso",0.000,2658.700
158,"-14.07.57","W","-47.30.36","S","alto paraiso de goias","GO","Alto Paraíso de Goiás",1186.000,2603.400
159,"-23.07.44","W","-52.19.08","S","alto parana","PR","Alto Paraná",525.000,408.500
160,"-09.06.39","W","-45.55.47","S","alto parnaiba","MA","Alto Parnaíba",282.000,11195.000
161,"-24.01.41","W","-53.26.26","S","alto piquiri","PR","Alto Piquiri",436.000,451.000
162,"-21.01.33","W","-43.24.41","S","alto rio doce","MG","Alto Rio Doce",793.000,520.400
163,"-19.03.22","W","-41.01.00","S","alto rio novo","ES","Alto Rio Novo",540.000,234.200
164,"-05.31.15","W","-38.16.18","S","alto santo","CE","Alto Santo",79.000,1322.900
165,"-17.49.34","W","-53.16.56","S","alto taquari","MT","Alto Taquari",851.000,1399.200
166,"-05.02.17","W","-42.27.36","S","altos","PI","Altos",180.000,1311.800
167,"-23.32.06","W","-47.15.43","S","aluminio","SP","Alumínio",790.000,83.900
168,"-03.13.15","W","-64.48.15","S","alvaraes","AM","Alvarães",75.000,5937.900
169,"-19.25.02","W","-41.43.43","S","alvarenga","MG","Alvarenga",390.000,368.400
170,"-20.19.15","W","-49.54.38","S","alvares florence","SP","Álvares Florence",452.000,362.800
171,"-22.04.46","W","-51.28.19","S","alvares machado","SP","Álvares Machado",475.000,347.200
172,"-22.05.21","W","-49.43.08","S","alvaro de carvalho","SP","Álvaro de Carvalho",627.000,153.000
173,"-22.26.39","W","-49.45.47","S","alvinlandia","SP","Alvinlândia",658.000,85.200
174,"-20.06.24","W","-43.02.56","S","alvinopolis","MG","Alvinópolis",572.000,601.100
175,"-29.59.24","W","-51.05.01","S","alvorada","RS","Alvorada",17.000,72.900
176,"-12.28.48","W","-49.07.29","S","alvorada","TO","Alvorada",289.000,1216.800
177,"-11.20.29","W","-62.17.11","S","alvorada d'oeste","RO","Alvorada d'Oeste",224.000,2982.200
178,"-18.44.10","W","-43.21.55","S","alvorada de minas","MG","Alvorada de Minas",657.000,376.100
179,"-08.25.28","W","-43.46.38","S","alvorada do gurgueia","PI","Alvorada do Gurguéia",281.000,2342.100
180,"-14.28.51","W","-46.29.32","S","alvorada do norte","GO","Alvorada do Norte",490.000,1296.600
181,"-22.46.49","W","-51.13.52","S","alvorada do sul","PR","Alvorada do Sul",320.000,419.900
182,"-03.39.08","W","+61.22.14","N","amajari","RR","Amajari",100.000,28598.000
183,"-23.06.15","W","-55.13.33","S","amambai","MS","Amambai",480.000,4212.300
184,"-02.03.12","W","+50.47.35","N","amapa","AP","Amapá",8.000,9203.500
185,"-01.34.05","W","-45.55.47","S","amapa do maranhao","MA","Amapá do Maranhão",0.000,951.500
186,"-23.05.45","W","-52.47.15","S","amapora","PR","Amaporã",430.000,390.000
187,"-08.22.59","W","-35.27.09","S","amaraji","PE","Amaraji",289.000,238.800
188,"-30.52.42","W","-52.15.27","S","amaral ferrador","RS","Amaral Ferrador",140.000,506.600
189,"-13.55.35","W","-49.17.50","S","amaralina","GO","Amaralina",55.000,1418.100
190,"-06.14.28","W","-42.51.17","S","amarante","PI","Amarante",104.000,1336.800
191,"-05.34.00","W","-46.44.32","S","amarante do maranhao","MA","Amarante do Maranhão",249.000,7210.200
192,"-13.01.49","W","-39.36.17","S","amargosa","BA","Amargosa",400.000,437.600
193,"-03.21.51","W","-68.11.52","S","amatura","AM","Amaturá",58.000,4780.100
194,"-12.23.30","W","-38.45.24","S","amelia rodrigues","BA","Amélia Rodrigues",217.000,153.200
195,"-11.27.19","W","-41.26.10","S","america dourada","BA","América Dourada",666.000,748.100
196,"-22.44.21","W","-47.19.53","S","americana","SP","Americana",545.000,133.900
197,"-16.15.17","W","-49.58.58","S","americano do brasil","GO","Americano do Brasil",890.000,134.000
198,"-21.43.28","W","-48.06.06","S","americo brasiliense","SP","Américo Brasiliense",715.000,123.800
199,"-20.17.57","W","-49.43.54","S","americo de campos","SP","Américo de Campos",471.000,254.600
200,"-27.21.38","W","-53.10.54","S","ametista do sul","RS","Ametista do Sul",505.000,75.900
201,"-03.29.40","W","-39.34.43","S","amontada","CE","Amontada",34.000,1581.900
202,"-16.37.09","W","-51.05.37","S","amorinopolis","GO","Amorinópolis",641.000,409.900
203,"-07.34.05","W","-37.03.49","S","amparo","PB","Amparo",635.000,126.500
204,"-22.42.04","W","-46.45.52","S","amparo","SP","Amparo",674.000,447.100
205,"-10.08.02","W","-36.55.47","S","amparo de sao francisco","SE","Amparo de São Francisco",12.000,39.800
206,"-20.30.26","W","-42.48.09","S","amparo do serra","MG","Amparo do Serra",580.000,146.200
207,"-25.54.54","W","-53.28.22","S","ampere","PR","Ampére",521.000,303.000
208,"-09.41.04","W","-36.18.15","S","anadia","AL","Anadia",153.000,190.300
209,"-14.36.44","W","-41.08.08","S","anage","BA","Anagé",384.000,1859.300
210,"-24.43.01","W","-53.05.03","S","anahy","PR","Anahy",651.000,107.400
211,"-00.59.12","W","-49.56.24","S","anajas","PA","Anajás",10.000,7022.200
212,"-03.15.52","W","-44.37.11","S","anajatuba","MA","Anajatuba",9.000,1137.600
213,"-22.07.35","W","-47.39.47","S","analandia","SP","Analândia",675.000,327.500
214,"-03.34.47","W","-61.24.15","S","anama","AM","Anamã",28.000,2464.800
215,"-06.21.55","W","-48.04.22","S","ananas","TO","Ananás",220.000,1398.000
216,"-01.21.56","W","-48.22.20","S","ananindeua","PA","Ananindeua",17.000,191.400
217,"-16.19.36","W","-48.57.10","S","anapolis","GO","Anápolis",1017.000,1078.200
218,"-03.28.20","W","-51.11.52","S","anapu","PA","Anapu",96.000,11952.000
219,"-03.40.18","W","-43.06.58","S","anapurus","MA","Anapurus",82.000,613.500
220,"-20.29.01","W","-55.48.25","S","anastacio","MS","Anastácio",160.000,2957.500
221,"-22.11.15","W","-52.43.04","S","anaurilandia","MS","Anaurilândia",312.000,3405.400
222,"-20.48.21","W","-40.38.44","S","anchieta","ES","Anchieta",2.000,418.100
223,"-26.32.04","W","-53.19.53","S","anchieta","SC","Anchieta",710.000,229.900
224,"-12.48.26","W","-41.19.53","S","andarai","BA","Andaraí",405.000,1902.400
225,"-23.03.02","W","-50.13.44","S","andira","PR","Andirá",470.000,235.000
226,"-10.20.41","W","-39.50.08","S","andorinha","BA","Andorinha",428.000,1212.500
227,"-22.04.05","W","-46.34.09","S","andradas","MG","Andradas",913.000,468.700
228,"-20.53.46","W","-51.22.46","S","andradina","SP","Andradina",405.000,962.700
229,"-28.37.50","W","-51.34.18","S","andre da rocha","RS","André da Rocha",700.000,333.200
230,"-21.44.23","W","-44.18.33","S","andrelandia","MG","Andrelândia",998.000,1007.100
231,"-23.29.23","W","-48.24.46","S","angatuba","SP","Angatuba",624.000,1031.000
232,"-17.36.08","W","-42.09.45","S","angelandia","MG","Angelândia",891.000,537.500
233,"-22.09.12","W","-53.46.16","S","angelica","MS","Angélica",358.000,1276.500
234,"-08.53.25","W","-36.17.09","S","angelim","PE","Angelim",631.000,126.700
235,"-27.34.07","W","-48.59.07","S","angelina","SC","Angelina",450.000,524.500
236,"-12.00.25","W","-44.41.40","S","angical","BA","Angical",470.000,1497.500
237,"-06.05.08","W","-42.44.21","S","angical do piaui","PI","Angical do Piauí",192.000,212.300
238,"-06.23.21","W","-47.51.52","S","angico","TO","Angico",290.000,564.100
239,"-05.39.56","W","-36.36.04","S","angicos","RN","Angicos",110.000,809.500
240,"-23.00.24","W","-44.19.05","S","angra dos reis","RJ","Angra dos Reis",6.000,816.300
241,"-12.09.04","W","-39.14.47","S","anguera","BA","Anguera",235.000,170.800
242,"-23.11.41","W","-51.54.55","S","angulo","PR","Ângulo",300.000,105.700
243,"-18.20.14","W","-48.13.09","S","anhanguera","GO","Anhanguera",561.000,55.000
244,"-22.47.22","W","-48.07.38","S","anhembi","SP","Anhembi",472.000,738.200
245,"-22.17.43","W","-51.23.14","S","anhumas","SP","Anhumas",422.000,321.700
246,"-16.27.40","W","-49.57.42","S","anicuns","GO","Anicuns",692.000,964.900
247,"-09.11.22","W","-43.02.45","S","anisio de abreu","PI","Anísio de Abreu",440.000,354.900
248,"-27.41.21","W","-51.07.48","S","anita garibaldi","SC","Anita Garibaldi",885.000,606.100
249,"-27.54.07","W","-49.07.43","S","anitapolis","SC","Anitápolis",430.000,576.400
250,"-03.46.22","W","-61.38.39","S","anori","AM","Anori",120.000,6274.500
251,"-28.58.13","W","-52.00.17","S","anta gorda","RS","Anta Gorda",411.000,240.300
252,"-10.24.00","W","-38.20.00","S","antas","BA","Antas",510.000,289.100
253,"-25.25.43","W","-48.42.43","S","antonina","PR","Antonina",20.000,880.000
254,"-06.46.30","W","-39.59.21","S","antonina do norte","CE","Antonina do Norte",365.000,250.800
255,"-07.13.09","W","-44.11.51","S","antonio almeida","PI","Antônio Almeida",240.000,604.500
256,"-12.26.07","W","-39.07.11","S","antonio cardoso","BA","Antônio Cardoso",191.000,295.100
257,"-21.19.05","W","-43.44.48","S","antonio carlos","MG","Antônio Carlos",1058.000,526.400
258,"-27.31.01","W","-48.46.03","S","antonio carlos","SC","Antônio Carlos",30.000,242.800
259,"-19.39.10","W","-42.52.20","S","antonio dias","MG","Antônio Dias",398.000,880.400
260,"-10.34.22","W","-40.16.31","S","antonio goncalves","BA","Antônio Gonçalves",472.000,317.400
261,"-22.11.28","W","-55.56.51","S","antonio joao","MS","Antônio João",681.000,1146.700
262,"-06.12.46","W","-37.54.20","S","antonio martins","RN","Antônio Martins",312.000,251.600
263,"-25.59.10","W","-50.11.50","S","antonio olinto","PR","Antônio Olinto",802.000,467.400
264,"-28.51.30","W","-51.16.58","S","antonio prado","RS","Antônio Prado",658.000,343.200
265,"-21.00.58","W","-42.06.34","S","antonio prado de minas","MG","Antônio Prado de Minas",312.000,85.300
266,"-06.47.04","W","-38.05.12","S","aparecida","PB","Aparecida",214.000,223.700
267,"-22.50.49","W","-45.13.47","S","aparecida","SP","Aparecida",542.000,121.200
268,"-20.26.58","W","-50.52.47","S","aparecida d'oeste","SP","Aparecida d'Oeste",413.000,179.600
269,"-16.49.24","W","-49.14.38","S","aparecida de goiania","GO","Aparecida de Goiânia",808.000,290.100
270,"-18.17.56","W","-51.08.43","S","aparecida do rio doce","GO","Aparecida do Rio Doce",0.000,604.200
271,"-09.57.06","W","-47.58.20","S","aparecida do rio negro","TO","Aparecida do Rio Negro",265.000,1165.000
272,"-20.05.12","W","-51.05.37","S","aparecida do taboado","MS","Aparecida do Taboado",392.000,2757.500
273,"-21.37.15","W","-42.06.10","S","aperibe","RJ","Aperibé",71.000,89.500
274,"-21.09.13","W","-41.34.03","S","apiaca","ES","Apiacá",70.000,194.400
275,"-09.32.37","W","-57.26.57","S","apiacas","MT","Apiacás",220.000,20450.000
276,"-24.30.34","W","-48.50.33","S","apiai","SP","Apiaí",925.000,949.200
277,"-01.27.40","W","-45.06.12","S","apicum-acu","MA","Apicum-Açu",0.000,249.600
278,"-27.02.08","W","-49.23.23","S","apiuna","SC","Apiúna",87.000,489.100
279,"-05.39.51","W","-37.47.56","S","apodi","RN","Apodi",67.000,1556.100
280,"-11.39.37","W","-38.04.53","S","apora","BA","Aporá",186.000,600.900
281,"-18.57.55","W","-51.55.35","S","apore","GO","Aporé",538.000,2909.600
282,"-13.51.23","W","-39.44.38","S","apuarema","BA","Apuarema",278.000,151.300
283,"-23.33.03","W","-51.27.39","S","apucarana","PR","Apucarana",820.000,556.800
284,"-07.11.50","W","-59.53.29","S","apui","AM","Apuí",135.000,54251.000
285,"-03.56.56","W","-39.25.54","S","apuiares","CE","Apuiarés",91.000,565.100
286,"-10.16.53","W","-37.01.07","S","aquidaba","SE","Aquidabã",216.000,370.200
287,"-20.28.16","W","-55.47.14","S","aquidauana","MS","Aquidauana",147.000,17008.000
288,"-03.54.05","W","-38.23.28","S","aquiraz","CE","Aquiraz",14.000,482.800
289,"-27.09.37","W","-52.08.30","S","arabuta","SC","Arabutã",408.000,131.100
290,"-06.51.11","W","-35.22.52","S","aracagi","PB","Araçagi",57.000,236.600
291,"-19.11.55","W","-44.14.53","S","aracai","MG","Araçaí",739.000,186.300
292,"-10.54.40","W","-37.04.18","S","aracaju","SE","Aracaju",4.000,181.800
293,"-23.26.19","W","-47.03.41","S","aracariguama","SP","Araçariguama",695.000,146.700
294,"-12.12.40","W","-38.12.09","S","aracas","BA","Araçás",145.000,421.600
295,"-04.33.42","W","-37.46.11","S","aracati","CE","Aracati",5.000,1276.000
296,"-14.25.39","W","-41.27.43","S","aracatu","BA","Aracatu",740.000,1541.500
297,"-21.12.32","W","-50.25.58","S","aracatuba","SP","Araçatuba",390.000,1170.500
298,"-11.20.00","W","-38.58.00","S","araci","BA","Araci",272.000,1576.300
299,"-21.20.33","W","-43.22.42","S","aracitaba","MG","Aracitaba",573.000,106.200
300,"-04.22.16","W","-38.48.51","S","aracoiaba","CE","Aracoiaba",107.000,628.100
301,"-07.47.25","W","-35.05.27","S","aracoiaba","PE","Araçoiaba",160.000,96.900
302,"-23.30.19","W","-47.36.51","S","aracoiaba da serra","SP","Araçoiaba da Serra",625.000,256.100
303,"-19.49.13","W","-40.16.24","S","aracruz","ES","Aracruz",60.000,1419.000
304,"-16.21.27","W","-49.40.52","S","aracu","GO","Araçu",716.000,154.100
305,"-16.50.59","W","-42.04.13","S","aracuai","MG","Araçuaí",307.000,2243.100
